#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
17381097055000,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381128987000,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381162106600,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381196079100,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381228745500,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381263073700,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381294525600,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381327586100,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381362228000,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381393066700,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381429956200,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381460124300,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381492643600,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381526209300,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381559190300,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381592191700,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381624132200,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381657303700,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381691028100,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381723788000,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381757154500,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381790219400,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381822244600,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381855783300,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381888146400,0.16590706,0.60985637,0.24144922,-0.6697731219898476,0.025232988908776354,0.741400952304588,0.033043747556114375
17381921057300,0.15799981,0.60936874,0.24370348,-0.6702702388204772,0.024285744892644054,0.741060794234209,0.0312555402371039
17381954104800,0.15799981,0.60936874,0.24370348,-0.6702702388204772,0.024285744892644054,0.741060794234209,0.0312555402371039
17381987284000,0.1507949,0.6086472,0.2464534,-0.6711122926775023,0.023607998816875687,0.7403416767559453,0.030743367857217718
17382021647100,0.14001906,0.6078029,0.25140917,-0.6724846794543157,0.023831487000273616,0.7390638826380426,0.03132081586682878
17382053053000,0.14001906,0.6078029,0.25140917,-0.6724846794543157,0.023831487000273616,0.7390638826380426,0.03132081586682878
17382086053000,0.13054621,0.60713834,0.25639465,-0.6739870599918789,0.02536502164501411,0.7376094184106488,0.03209991452256077
17382118983900,0.12163472,0.6061642,0.26144132,-0.6759979245224638,0.02655211434007346,0.7357397623812278,0.03176150683779304
17382152057500,0.110255904,0.60492516,0.2681518,-0.6791306019913463,0.027017954882942834,0.7328919602830054,0.030348477809414114
17382185117200,0.110255904,0.60492516,0.2681518,-0.6791306019913463,0.027017954882942834,0.7328919602830054,0.030348477809414114
17382219097700,0.10036728,0.60429585,0.27427742,-0.6815210373582992,0.027356779063264787,0.7306809595058577,0.029766049333937568
17382251169700,0.09129506,0.6037273,0.2800684,-0.6832662849442412,0.02841436829942872,0.7290487780172084,0.02876954647286574
17382284069900,0.08128397,0.60290027,0.2863958,-0.6850110727351567,0.030317102379535152,0.7273809935297026,0.027524421615747117
17382317051600,0.07060039,0.6020602,0.29320514,-0.6869120848869678,0.0320484350799387,0.7255517638415466,0.026444724078471826
17382350075100,0.07060039,0.6020602,0.29320514,-0.6869120848869678,0.0320484350799387,0.7255517638415466,0.026444724078471826
