x y z
0.13291994446556812 0.5953655470166023 0.5164313500417205
0.13280245345323236 0.5951927099308271 0.5162315049444282
0.13280644915205872 0.5950014702864419 0.516190491841606
0.13299611585206722 0.5951900444831603 0.5162604377013247
0.1329238019653905 0.5954406219805287 0.5161965582202122
0.1329812357565673 0.595478346143367 0.516293586156167
0.13291525533535417 0.5952694464207312 0.5161523851925275
0.13301482497661216 0.5951816583650849 0.5163226980731419
0.1329756435165612 0.5952220720898838 0.5161893874471023
0.13299262285261446 0.5952000885465316 0.5161223425699654
0.13308270441528774 0.5953043212672167 0.5161854372068996
0.13314351608982264 0.5952178686931222 0.5162749334099912
0.13317624584116164 0.5951118957512272 0.5161374808131549
0.13308020480430313 0.5951870583367967 0.516002879165373
0.13303784168399418 0.5952888321747432 0.5160085254223856
0.13301186290784703 0.5951144280496129 0.5161283500804242
0.13300605792241477 0.5951529756167817 0.5162285522152621
0.13299256649627914 0.5952696079929775 0.516220325349902
0.13291925740332444 0.5950112862753811 0.5160087428092088
0.13299846472813728 0.5951827882241714 0.5161457700503359
0.13289020147344394 0.5949661237770061 0.5158247683926452
0.13296834430007604 0.594903370445627 0.516138270914137
0.13299157494736275 0.5950641661648056 0.5159525219823883
0.1329953916010712 0.5950354317405427 0.5160952295433643
0.1330890394743482 0.5951006201933137 0.5162031523550833
0.13311493611194802 0.5954425219743262 0.5163337484805783
0.13300464620746721 0.5952002948248679 0.5161035755168663
0.13310686470218483 0.5953049935908764 0.5164731558182487
0.13311221197070547 0.5952592564607049 0.516482817904342
0.13319666722228246 0.595246181966455 0.5165572766145416
0.13299160559705403 0.5953208207069851 0.5162275323165528
0.13296934056724385 0.5953991000267033 0.5161256053293619
0.1330593012872363 0.5950798198246887 0.5161773837334107
0.13313737829001376 0.5951046508048469 0.5161186359722453
0.13311459348411714 0.5952041567660222 0.5161162191078033
0.13303111463140713 0.5951231157754866 0.5160107248336888
0.13312732400996408 0.5948864689433944 0.5163475479973483
0.13304597285968237 0.5950667254852439 0.5162674174553783
0.1331488020723656 0.5953133128303137 0.516443786313142
0.13319644581301482 0.5949551867152432 0.5163158822280952
0.13325262393350285 0.5950286904604403 0.5164067284067988
0.13335168597200703 0.5956017999328068 0.5166542545190063
0.13333619878152853 0.595397439656364 0.5167503997817069
0.13320251486561008 0.5952335353734344 0.5163612961680153
0.1331230120833898 0.5951770272367171 0.5163045750955825
0.13322228640462525 0.5950566895950912 0.5163404568768538
0.13335251808849896 0.5953525677337376 0.5165927098972438
0.13308046656772565 0.5947518490389947 0.5160563244591796
0.1332067507204139 0.595164140704801 0.5161810718067348
0.13323661298017403 0.5953622593533802 0.5161629887959417
0.1331898921461976 0.5952286399407215 0.5163379103731959
0.13338030758455766 0.5951088198259655 0.5166466998902535
0.133454147605666 0.5951904716939371 0.5165413607664598
0.1335438248036747 0.5951225866523205 0.5165657794944258
0.13347402815470266 0.5950765621095616 0.5164137107764136
0.13361169157700103 0.5952136277294245 0.5165733862044496
0.13364929752230378 0.5951939958076861 0.5165755053790635
0.13385988920072125 0.5956594050784825 0.5167717011187991
0.13379404068704198 0.5956239611643883 0.5166951811099186
0.13374484763380845 0.5952783215913999 0.5164254113279049
0.13366056466744985 0.5950486531674074 0.516260111447774
0.13390779377210868 0.5952784979839599 0.5165521116971183
0.1340214068804113 0.5956049534543817 0.5166987358868316
0.13417391119507652 0.59545971607436 0.5168434760657168
0.1340419530401976 0.595000015668699 0.5166102533127526
0.13413938420287905 0.5951739733925882 0.5167595578624845
0.1338771380899355 0.5949714189396391 0.5163541341450485
0.13398609497455924 0.5950257358069457 0.5162575685415711
0.13437674214397788 0.5955236766963341 0.51699421893896
0.13426890095199326 0.5952280138271117 0.5168287126125337
0.13389858031577734 0.5948982078361212 0.5162191110731749
0.13423425679571777 0.5956089404911578 0.5167065907469701
0.13425738531991904 0.5954336574562242 0.5166351597042879
0.13401697865517054 0.5952180217738391 0.515797485611823
0.13416961351118215 0.5956268070731225 0.5161908661590695
0.1346730160927754 0.597178047402859 0.5169240099098573
0.13467505258378076 0.5965763034586195 0.5163470389831869
0.13488898692846069 0.5968457787975873 0.5166749689083606
0.13549273594313077 0.5971679255633917 0.5171021292147289
0.1351863266075235 0.5987096692438068 0.5179878122786024
0.13494235846475464 0.5986095737818221 0.5177439973920948
0.1351514876536526 0.598840878176394 0.5181442908604795
0.1354122398667128 0.5987606155694166 0.5186030886036503
0.13551069631403992 0.5990051850151575 0.5184357276523124
0.1355867705972294 0.5994817239211102 0.5191270178266837
0.13567230345778947 0.5994868823268712 0.519007138141496
0.13559181644441165 0.5994973542340198 0.5190916296208283
0.1357954002378853 0.5992389265865365 0.5187644459637639
0.13576984605665254 0.599671592547769 0.5191691924841356
0.13562278244383108 0.5997118350556879 0.5189706711550817
0.13636114760359033 0.5988242131506214 0.5182346852714108
0.1365723855220761 0.598802727854181 0.5180092370636628
0.13656592957252758 0.5983057510311527 0.5174003166825448
0.13674577077134142 0.598068238298182 0.5170835798853026
0.13665863824509578 0.5980948093937233 0.5168256120603376
0.1366069337995341 0.5989297364258814 0.5169210587716458
0.13649448341450038 0.5984877555650125 0.5163873804399857
0.1367764333746096 0.5990662514565067 0.516646432216222
0.1369571130841268 0.5988483366297614 0.5162026972188694
0.13712710603435152 0.598916786200666 0.5162969336400506
0.13682698105254862 0.5984913281071392 0.5151916552447451
0.1366429654330814 0.5988781527991518 0.514777967469577
0.13677309681131541 0.5976566121049766 0.5139283273721633
0.13678675923604672 0.5977170666755708 0.5135372517494632
0.13677586688279314 0.5977240749561319 0.5133898605904117
0.1367010410403203 0.5976950755796127 0.5131891458787555
0.13679512181861095 0.5972556124432281 0.512734440081481
0.13687170134197796 0.5976258541968318 0.512989477664877
0.13667556368300307 0.5982464751952732 0.5129758177494599
0.13673957853923296 0.5982961545087891 0.5126799371546211
0.13686125654155135 0.5974866876720116 0.5116846325358756
0.13711529741815473 0.5971804380506467 0.5113229045252423
0.13708278910257543 0.5981868554337069 0.5116976436757706
0.13779467616260568 0.5974579257509318 0.511547638748929
0.13743169331268743 0.5977777151180383 0.5114158441774196
0.13801563021486687 0.5979244900373604 0.5114194452040578
0.13824268382930124 0.5971239214132008 0.5107119814546958
0.13799626672436985 0.598158177628436 0.5118343513830508
0.1385739375276419 0.5972225279534135 0.5111616856690149
0.13881610959788473 0.5995620908669669 0.5127773769832686
0.1388777616339378 0.5995824837412017 0.5128132434943524
0.13910524390861312 0.5996775207743213 0.5128638736274577
0.13934283059195804 0.599480753419009 0.5128603157416687
0.139607070711405 0.5993461483537259 0.5125003499025488
0.13984802480044983 0.5992952364741271 0.5124728430697241
0.1405486821801983 0.5998926500014639 0.5139197703582746
0.14102956163777078 0.5996402278424263 0.5141720853794735
0.1414950131873845 0.5999945879843356 0.5144405170153526
0.1409257716449435 0.5999532662931564 0.5142237293861275
0.14116029091933927 0.6004344016344664 0.5146223559069741
0.14176496752319426 0.600272157035414 0.514943800488044
0.1413331411985925 0.6004791896868352 0.5146466718632174
0.14134959615420123 0.6015343013210583 0.5157227738559973
0.14115298997295286 0.6009597363028891 0.5151960654641677
0.14185043407767664 0.6013306604743112 0.5154574593494968
0.1420791699158817 0.6015627324162777 0.5157857827536105
0.14263778400287896 0.6016553826519878 0.516243023281027
0.1425515977159807 0.601698298338322 0.5160919508490228
0.14246758902405474 0.601919777531909 0.5159508325546551
0.14260870147817664 0.6016494685894556 0.51561669846857
0.14267373795646449 0.6018141717381307 0.5154968426918173
0.1428533095808685 0.601847360876095 0.5154068806547748
0.14304098944406862 0.6014179535152431 0.5152041291202512
0.1431224574371946 0.6014128553645788 0.5148665188832635
0.1437291062976507 0.6008468403391833 0.5149484529018838
0.14400253686180847 0.6006247946111102 0.5147077479874904
0.1445533515653432 0.6001166857553533 0.5143530493114934
0.14536886952489825 0.5994032074788552 0.5151862810140418
0.14495184062105415 0.600340631935325 0.5145393710047481
0.14509149987211878 0.600363182049136 0.5147301499127993
0.14640261206255542 0.6003721043118381 0.5152141301052795
0.1459187966326451 0.6007678372268919 0.5149150065770294
0.14626413962522594 0.6001528704649894 0.5149053184781086
0.14598344565380603 0.6004983476363192 0.5147864324734235
0.14562236296511563 0.6011264353488234 0.5147752155178319
0.14604234174595263 0.6008283022716238 0.5149507027918396
0.1453660900806969 0.600259748981834 0.514372289907002
0.14558396616662234 0.6007681159511877 0.5152287793959582
0.14570025486108576 0.6013751226127791 0.5169780941610531
0.14556022722857512 0.6014836922881728 0.5172299941090409
0.1453722522625247 0.6016883722110014 0.5172455532871234
0.14521501211598958 0.6018913326637648 0.5177108644420783
0.14496574369397833 0.6026093254708683 0.5181449878679198
0.14533542024178073 0.6023177081691427 0.5192075576063134
0.14522677521412022 0.602768970641983 0.5198690372949357
0.14499363352410768 0.6027568116423866 0.5203748644372331
0.1447688370645115 0.6030603703136203 0.5205024184813251
0.14540992917423315 0.6032295890385511 0.5219034382728683
0.14497726550459095 0.603617285727022 0.5221173063530008
0.14465590817719662 0.6036999075896216 0.5221686838331014
0.1446986812137934 0.6035091938244175 0.5226760365712196
0.1448170285040861 0.6041353956562946 0.5228623014475038
0.14499806207475363 0.6042614289598917 0.5237216605997705
0.14499498949765388 0.6044507071615749 0.524010177464305
0.14537274225229532 0.6038350989212559 0.5249625404948431
0.14517055354817546 0.604486822892916 0.5253500303122854
0.14474503310883444 0.6047894754967027 0.5249526637173065
0.1450658157920649 0.6044012994413183 0.5255758682920979
0.1452682743201929 0.6041655770295369 0.525453747292996
0.1460747749787572 0.6045524118694061 0.5260623233392089
0.14631836564680148 0.6042717667684513 0.5260237904660541
0.1465749621906886 0.604120969910603 0.526278629930052
0.14668209010866085 0.6040437449492944 0.5262658513586679
0.14677048247476338 0.6040151186153672 0.526266457634078
0.14723741857693814 0.6041220778846247 0.5260370996813037
0.14783553701380092 0.6037438738334886 0.5261118261938074
0.14826472591411832 0.6037092630227924 0.526166738121736
0.14860899005043154 0.6033942356558484 0.5260993795662061
0.14889146730457653 0.6033437437119311 0.5259041863596529
0.14922562934758718 0.6034749399812601 0.5256091183252591
0.14980720017470806 0.6033028182251272 0.5258565527871988
0.14987970216458768 0.6031667499710954 0.525851687186883
0.15023947484577024 0.6030308249937255 0.5256439436574126
0.1502653684298636 0.6035725508204642 0.5257923548479991
0.15061605604839626 0.6034426453911121 0.5258326344896044
0.15082336099456148 0.6034381927964313 0.5260583982708219
0.15103578832200756 0.6035711664107928 0.5261801556337135
0.15121085660617417 0.6037716086331968 0.5262141717010298
0.1508944104845267 0.6038963749122737 0.5261791752469342
0.15118052777213306 0.6035787811743394 0.5265186421425211
0.15076621116257902 0.60403250764824 0.5262471367627125
0.15054313024702104 0.6043212145940321 0.5266666335381993
0.15069341192351063 0.604056401544929 0.5275816015689463
0.15018271362645236 0.6049528136286074 0.5275302438514712
0.15043017748338527 0.6049462753600314 0.5283340559368558
0.1503646030861667 0.6048451568762759 0.5285088536098874
0.1501786491177369 0.6050117082230246 0.5288870134027712
0.14974722134228263 0.6054772548097769 0.5293881589936863
0.14933445921868255 0.6059329224312604 0.5296575766639453
0.14927954221326364 0.6057044060479978 0.530306624511233
0.14884535272759558 0.6058022263953307 0.5306683008134188
0.1485505948812874 0.6058737917433599 0.5308069551960315
0.14822046988546736 0.6065569650218682 0.5315814795650101
0.1479517004195414 0.606099520394796 0.5315135020883445
0.1474618121975176 0.6070380214284906 0.5319126162372676
0.1473794263051157 0.6068974124885191 0.5323268602435648
0.14721544468214307 0.606967880583126 0.5326942629054746
0.14692774994670194 0.6071693113188084 0.5323510214767041
0.1466783406354649 0.6070032777954332 0.5329673920309603
0.1469909556677547 0.606846848008267 0.5329202039149235
0.1472765323715772 0.6065805752842816 0.5333743257868486
0.1473774072712195 0.6065744288588085 0.5333513916345853
0.14742305058767433 0.6064600714149518 0.5334631532292975
0.14746597569317998 0.6064828659908045 0.533473514702159
0.1476141258490407 0.6064243328866812 0.5336043985691169
0.1480703106865684 0.6063764705946227 0.5333960245013337
0.14850967926466652 0.6061688468066684 0.5333443061115298
0.14906724613396183 0.6057370282193169 0.5335021795242677
0.14964978421743058 0.6054928019379245 0.5335243843430677
0.15029039182392884 0.6051435220881294 0.533578606112513
0.15099432472396396 0.6049629786887041 0.5334485737042252
0.15112828654331062 0.6054382500885664 0.5331380462396265
0.1511567691254349 0.6051379158112264 0.5327918569571727
0.15167386268933727 0.6055166559121711 0.5327884354151385
0.15163438372274946 0.6052222523719939 0.5328730402088243
0.15237067118195355 0.6051736936517462 0.5323504706476605
0.15246088072026218 0.6053048967166845 0.532086856012897
0.15296516370371233 0.6052813313063803 0.5313345138963153
0.153129823209541 0.6053042948326898 0.5313459305331026
0.152530050743956 0.6063364544659209 0.5322779219132869
0.15251948235511223 0.6064515705554715 0.5323126462961573
0.15261604765420556 0.6063044009183202 0.532388950276297
0.15265816488401654 0.6063876022246858 0.5326249769285908
0.1526879987861173 0.6060998035744227 0.5326831752607789
0.1527510512864012 0.6060604017966561 0.5329673754129038
0.1524916806334696 0.6060726414738516 0.533369019087525
0.15194002874744691 0.6063181137423449 0.533385056318056
0.15203069610736553 0.606067518267265 0.5340721410066434
0.15186151221167327 0.6062221071777745 0.5343750037855824
0.15141452881858963 0.6060677984758818 0.5344881170954195
0.15061070279139563 0.6064392664042216 0.535086890728729
0.15022050114545143 0.6065777882400313 0.5353545191075346
0.14938908446467208 0.6069289126848733 0.5357455632271461
0.14886658583883075 0.6071045130879542 0.5359932520594077
0.14809506268124675 0.6076665669916979 0.5360368420397448
0.147342731454301 0.6076874230906557 0.5360834805460951
0.14675796242396272 0.6077217501097532 0.5363490556090199
0.14637520539343132 0.6078706714335134 0.5360966314243605
0.1453572606591715 0.608333793467976 0.5365936968161741
0.14499742806518748 0.6087224191602113 0.5361695559778671
0.1447901281085003 0.6085793071893418 0.5369243428855035
0.1436582245484794 0.6093298696815641 0.5375349693870227
0.14342032817085598 0.6098716718228763 0.5379587402641925
0.1437329090209634 0.6090624627892576 0.5374685646833802
0.1431732980749091 0.6086057680432982 0.539190774769658
0.1431180956019961 0.6086439286637905 0.5393276533585649
0.14312976606018082 0.6085514399816685 0.5394036066393605
0.14327807766646583 0.6086382435465467 0.5395673024372124
0.14338911755084036 0.6085327918507135 0.5398652962020886
0.1431831376825099 0.6085892164659165 0.5397008511107482
0.14339579610029307 0.608504110911179 0.5398133269913837
0.14353646678309212 0.6085392572669567 0.53975012528685
0.14350070790552058 0.6086269230192761 0.5396835779524893
0.14448857598499115 0.6085975428865461 0.5396723176658599
0.14498730648053545 0.6082613465090607 0.5398394992117138
0.1451151182694424 0.6082414940578089 0.5398747471105151
0.14494456679950646 0.608727365328998 0.5394358993956586
0.1451863483404538 0.6087673726311547 0.5392780809001404
0.1451220201677081 0.6088377742368437 0.539589764715384
0.14528711859651766 0.6087005709717784 0.5395504165418025
0.14586597141415247 0.6088267724267288 0.5394463440472366
0.14557873564342236 0.6089678179646562 0.5393867072093229
0.1450471432976491 0.6093855969786615 0.5393021302045469
0.14505898434380837 0.609300397346628 0.5395088804565215
0.1446161989929977 0.6094510090398874 0.5395780277487281
0.14453237070450495 0.6093548592129098 0.5396737397667949
0.1441434917583764 0.6093800996053401 0.5398838036675986
0.1440433452869437 0.609351123349325 0.5402467755145778
0.14352280183879157 0.6095920756412199 0.5397437922033758
0.14310118446426695 0.6092876764647867 0.5401610544219264
0.14292716663787433 0.6092313378398775 0.5400447771483555
0.14288296750716525 0.6092706473347888 0.5401448883224492
0.1426647212036616 0.6093596638620946 0.5400196956685426
0.14290440369180163 0.6092660958292087 0.5404955570235823
0.14291028762176228 0.6092929539550229 0.5406299613238279
0.14294444558221917 0.6092669755181748 0.5407433680382551
0.14314431868857294 0.6091791425551688 0.5413919402806935
0.14300305471182218 0.6091583645065203 0.5411904033261168
0.14310697888419754 0.609328945788502 0.5413227480085437
0.13798989916931198 0.6096606797476587 0.5409731652426919
0.13768422550368845 0.6096189119753891 0.5411973476451637
0.1369985605301102 0.6095859238495587 0.5411601182546558
0.13680737079286476 0.6094814264421776 0.5415717046579551
0.1366017708504064 0.6097353813414947 0.5416727143368056
0.1360829856851766 0.609828124129211 0.5415268071220792
0.13579673028776035 0.609735921392037 0.5420074422133095
0.13554388669748113 0.6100396700111735 0.5418869304284366
0.13563422865707617 0.6104726196019531 0.5419326693807238
0.13544626036196628 0.6105568244926889 0.5420516038439819
0.1356559826182323 0.6106405037103345 0.5426299695206431
0.1353548263685382 0.6105907010997286 0.5425072793358655
0.13550325610801003 0.6106551698552676 0.5429320638378909
0.13557565240500702 0.6107046653962429 0.5428649655567735
0.13548618884487715 0.6111390307476053 0.5428010545346129
0.1355492971258759 0.6108409259096104 0.5427172166799042
0.1359566502002542 0.6110681630719957 0.5430467971792372
0.13687998435092638 0.6108732864969546 0.5439826262714254
0.1366754078478661 0.6114098028680681 0.5437707104077892
0.13698617016688325 0.6116069081770387 0.5443698991549782
0.13684543677278335 0.61165139451717 0.5443311730513608
0.13791637371032145 0.6122533209413104 0.5449812993677752
0.1356838512700916 0.6118144266642893 0.5452684948059434
0.13542774938702914 0.6119617308840044 0.54517877459514
0.13582963133550163 0.6118478610630859 0.5456773315666943
0.13585927928552194 0.6120703859875347 0.5457524430655534
0.13600529544769296 0.6121794995248815 0.5459304041572438
0.1357918752778685 0.6119640415869049 0.5463428337573116
0.13577708594546367 0.6123117329900621 0.5462918382687525
0.13569925868140367 0.6118797483317627 0.5471782301751662
0.13511295556527522 0.6115147818050194 0.5476441598943769
0.13456542832550353 0.6111033186458189 0.5483090630156834
0.13436100949440402 0.6109243801659425 0.5481016960940871
0.1337571386061495 0.6102253652699315 0.5487712924364215
0.1336180594922835 0.6112811508641111 0.5475850760006264
0.13368277348592741 0.6104877210670625 0.5485813240395516
0.13258173227090395 0.6103018973626602 0.5480528987997916
0.13230221171186712 0.6104044984351551 0.5480497878550299
0.1321425993573708 0.6105503227141627 0.5477440750868147
0.13175832548261265 0.6104887428568844 0.5475279461927166
0.13097591708919826 0.6105923752737609 0.5470048882590581
0.13077606178217657 0.6107338784590018 0.5464981890204694
0.12988945240722724 0.6103885121866837 0.5462670322271884
0.12896758353723115 0.6098874754167882 0.546429957161248
0.12851535707409323 0.6101893380544938 0.5458171329336913
0.12853359465527134 0.6101688969605273 0.5457547670209123
0.128036841268877 0.6101695221204371 0.5451945091258624
0.12790144570095902 0.6102228773880587 0.5447846613068146
0.12761953403058127 0.6104707744019053 0.5446787887456583
0.12729598441484752 0.6108350689143199 0.5442332320770238
0.12711328079779025 0.6107562143511699 0.5442946136849788
0.1267804468110814 0.6112116454424057 0.5440029323771367
0.12609995668397994 0.6108958578176289 0.5440146315021956
0.12679317202199933 0.6105141501559819 0.545266311571248
0.12675066330201332 0.6103807613802494 0.5455976629123028
0.12677735546709737 0.6106378774714075 0.5458123666799587
0.1264459655832263 0.6104029068874716 0.5459378836399316
0.12639080396449612 0.6105314703541518 0.5458700878275804
0.12642260654768794 0.6104167383216368 0.5465460592579952
0.12657688534959502 0.610569178244832 0.5468446111384275
0.1267100670775348 0.610238952712946 0.5479161228319432
0.12682616494963994 0.6104413242676414 0.5481186988406841
0.1271673004261567 0.6105266148158873 0.548190763185646
0.1276035820880097 0.6110178553121274 0.5478908125347347
0.1273448138858215 0.610946935040132 0.5481534218231011
0.12711126138082274 0.6106761882361494 0.5484906588417914
0.12716652337251805 0.6106438955440185 0.5487783880559503
0.12751109831361165 0.6112255418234601 0.5480033488274851
0.1275778895583544 0.6116406058489808 0.5475962211204112
0.12744608698891746 0.6116094790227389 0.5477969767683152
0.1272370660363128 0.6114912955531042 0.5479839958671334
0.12749846774128665 0.6118436033769838 0.5478328262450912
0.12748528902948167 0.6120332489275775 0.5473897299135201
0.12707507677253996 0.612317354553328 0.5470643937440212
0.1265238495585721 0.6120624638641253 0.5467314627268357
0.1262581098348723 0.6126545114896509 0.5458562601556076
0.12619852037115004 0.6123298911737391 0.5459751881168904
0.12605303203229876 0.6122434517751839 0.5457498491249455
0.1257684642898275 0.6119459075435727 0.5456470411302226
0.12531336651689565 0.6117116798033252 0.545136440158171
0.12499556116415542 0.6118976615949971 0.5444058882761932
0.12475231503249018 0.6116227895267313 0.5444290151196705
0.12438244529142667 0.6113523418229249 0.5442454788337878
0.1241444322435282 0.6112386445172218 0.544000904019488
0.12377514820858311 0.6108248600860251 0.5433698155574389
0.12372866004680254 0.6112269887627693 0.54280306573307
0.12329646356113212 0.6107746339903914 0.5427372167117553
0.1230019910221962 0.6109416109205009 0.5422096940098815
0.1222808000903739 0.6101879850850771 0.542483085300219
0.1221025751584082 0.6098571119781812 0.5423369508738975
0.12131407578168875 0.6099798815091588 0.5418379301856098
0.1207767647100893 0.6101753263957211 0.5413681401338378
0.12105162977154224 0.6101485081842467 0.5419254502205986
0.12087964286125386 0.6101682963953546 0.5418790935516875
0.12065465473716619 0.6099657011715965 0.5421043591377845
0.12046749167157424 0.6100119553120559 0.5421853367316096
0.12013345442985551 0.6100113482084167 0.5420045958233648
0.12001272298983881 0.6100234058040886 0.542075310017895
0.12010783724263806 0.610377284766699 0.5424295991507699
0.12017600931326376 0.6104273787616632 0.5426545350331468
0.11993808674793024 0.6104828138119621 0.5427306048130202
0.11988642681577923 0.61055743440808 0.5426466240657323
0.11985662591055232 0.6108092459232861 0.5426694871146821
0.11984498602980431 0.6108880550608903 0.5433536836441891
0.11871143556911158 0.6109106918431959 0.5429784813988257
0.11874913635032222 0.6109489248776601 0.5431735460430563
0.118843355181573 0.6110093598590194 0.543479305170074
0.11835771463097536 0.6111255542196858 0.5436422166199896
0.11820283196950174 0.6110606260997347 0.5434669992668053
0.11773365391499811 0.6111133412568514 0.5440800847654367
0.1174039132344072 0.6112710621268604 0.5437575728420287
0.1165416129216209 0.6109850935046465 0.5439741023784157
0.11676028451857293 0.6113121785270241 0.5437395305531968
0.11656740640392196 0.6109058081787947 0.5437492978368959
0.11647342708084918 0.6115174128931588 0.5435491255874082
0.11646595430358489 0.6115701015438347 0.5434940643159613
0.1162427609019695 0.6108423230705315 0.5432710568468035
0.11606903870137784 0.611519883116276 0.5431274673418671
0.1162283506144623 0.6108511521579975 0.5435544663294513
0.11614449028827371 0.6110935036851596 0.542970059050719
0.11570433766806407 0.6108226942627666 0.543004368932386
0.11439249049027869 0.6089048252975139 0.54141805090244
0.11440224540086025 0.6088429845657461 0.5414184330901178
0.11428085107277476 0.6085561886631617 0.5408363990570966
0.11424867956836372 0.6084440106265029 0.5404693417609387
0.11413188821133044 0.6084532796098008 0.5400362668819315
0.11415713226411622 0.6083031025581512 0.539732898904136
0.11399026540980836 0.607730284329556 0.5388843730936301
0.11386810431830618 0.6081833350752187 0.5385873486290077
0.11406668251995591 0.6082694485479341 0.5382249373959106
0.11379700937554439 0.6079709987169055 0.5381384832710732
0.11404216535487739 0.607831737995802 0.537263963128117
0.1131824261510612 0.6073516964633132 0.537069851314592
0.11332963500652458 0.6074036887171073 0.5366507478785603
0.11325558725598703 0.6068979567797278 0.535942014072406
0.11324158734095038 0.6073536423133755 0.5356317062949972
0.1127730413995047 0.607422512842797 0.5357037155981652
0.11301188633133787 0.6075262763264959 0.5355114690534822
0.11255990403506494 0.6069908110301636 0.5351369902702883
0.1122409427094867 0.6081568230466047 0.5355134931569296
0.11236460750879743 0.6081809144629186 0.5353393249042707
0.11187462965569185 0.6084000003313614 0.5361368645365296
0.1102991905711068 0.6070568142076128 0.5356483208212743
