#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
17605034187400,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605066992300,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605100515700,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605133240900,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605165924900,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605198951400,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605231980900,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605264916000,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605299153400,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605331702400,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605363858200,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605397117600,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605430071500,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605463042100,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605515446900,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605544835100,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605573262100,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605600687200,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605632103900,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605665594000,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605698675100,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605731927500,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605764559300,0.12181494,0.59336275,0.53109324,0.8478225272398758,-0.10610905129882053,-0.5129212735138471,-0.0827623024932699
17605798225400,0.12183934,0.5933135,0.53106594,0.8479071049412948,-0.10673202052331124,-0.5126507253128039,-0.08277107599481533
17605831363100,0.12180782,0.5933194,0.530952,0.8482671477189765,-0.10717592369682571,-0.5120096893064242,-0.08247572695516771
17605863579600,0.12180782,0.5933194,0.530952,0.8482671477189765,-0.10717592369682571,-0.5120096893064242,-0.08247572695516771
17605896472100,0.12182602,0.5934044,0.5308868,0.8485406428551987,-0.10734279587484342,-0.5116131132700121,-0.0819043584116484
17605929395900,0.12193403,0.593501,0.5310095,0.8487215979595084,-0.1072267389993864,-0.5114276670393328,-0.08133767262050923
17605962371200,0.12193403,0.593501,0.5310095,0.8487215979595084,-0.1072267389993864,-0.5114276670393328,-0.08133767262050923
17605995690400,0.12211034,0.5935072,0.53124225,0.848651351554872,-0.10712117854637734,-0.511560725497926,-0.08137297302519833
17606028934500,0.12236963,0.5934536,0.5315057,0.8484541529472971,-0.10716977563330735,-0.511822265974753,-0.0817199950419749
17606061372700,0.12236963,0.5934536,0.5315057,0.8484541529472971,-0.10716977563330735,-0.511822265974753,-0.0817199950419749
17606095161200,0.1226085,0.5934974,0.5316978,0.8482972588864974,-0.10704163482931099,-0.5120624880830817,-0.08201132407714763
17606127477700,0.12290741,0.5935214,0.53189826,0.8482538016952851,-0.10669320596509531,-0.5121919015074601,-0.0821066607563471
17606160527900,0.12290741,0.5935214,0.53189826,0.8482538016952851,-0.10669320596509531,-0.5121919015074601,-0.0821066607563471
17606193412500,0.123189546,0.59362805,0.53195846,0.8488752526283496,-0.10541578410005052,-0.511510571481763,-0.08157973522957263
17606226987400,0.12327832,0.5936086,0.5320872,0.8495516739613688,-0.10540549411743694,-0.5103887517162895,-0.08157792103739188
17606259314800,0.123383015,0.5935597,0.5321507,0.8496891606504745,-0.10561698458597958,-0.5101314862390156,-0.08148159048294408
